Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,5.03249979019165,5.070000171661377,4.952499866485596,5.03249979019165,4.833627700805664,11368000
2015-01-05,5.03249979019165,5.047500133514404,4.925000190734863,4.947500228881836,4.751987934112549,19795200
2015-01-06,4.954999923706055,4.960000038146973,4.792500019073486,4.797500133514404,4.607915878295898,19776400
2015-01-07,4.832499980926514,4.875,4.769999980926514,4.784999847412109,4.595909118652344,32180800
2015-01-08,4.840000152587891,4.994999885559082,4.837500095367432,4.965000152587891,4.768795490264893,28378000
2015-01-09,4.982500076293945,5.022500038146973,4.914999961853027,4.985000133514404,4.78800630569458,20954000
2015-01-12,4.997499942779541,5.0,4.877500057220459,4.922500133514404,4.727975368499756,19073200
2015-01-13,4.960000038146973,5.059999942779541,4.880000114440918,4.914999961853027,4.7207722663879395,23672000
2015-01-14,4.862500190734863,4.949999809265137,4.849999904632568,4.934999942779541,4.739981651306152,15526000
2015-01-15,4.96999979019165,5.0,4.897500038146973,4.900000095367432,4.70636510848999,18893200
2015-01-16,4.892499923706055,4.994999885559082,4.877500057220459,4.989999771118164,4.7928080558776855,18151200
2015-01-20,5.025000095367432,5.052499771118164,4.942500114440918,5.005000114440918,4.807214736938477,14030800
2015-01-21,4.977499961853027,5.087500095367432,4.942500114440918,5.074999809265137,4.874447822570801,14478000
2015-01-22,5.085000038146973,5.177499771118164,5.03249979019165,5.162499904632568,4.958489894866943,15971200
2015-01-23,5.167500019073486,5.1875,5.125,5.177499771118164,4.972898483276367,12041600
2015-01-26,5.15500020980835,5.179999828338623,5.122499942779541,5.15500020980835,4.951289176940918,13324000
2015-01-27,5.074999809265137,5.079999923706055,4.897500038146973,4.90749979019165,4.713567733764648,35794800
2015-01-28,4.96750020980835,4.987500190734863,4.824999809265137,4.827499866485596,4.636728286743164,27272800
2015-01-29,4.829999923706055,4.972499847412109,4.807499885559082,4.945000171661377,4.749584197998047,23534000
2015-01-30,4.909999847412109,4.96750020980835,4.792500019073486,4.800000190734863,4.610315799713135,29820000
