Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,72.12999725341797,72.98999786376953,71.41000366210938,71.87999725341797,59.327274322509766,6029800
2015-01-05,71.5,71.83999633789062,71.08999633789062,71.58000183105469,59.07967758178711,11258700
2015-01-06,72.0,72.47000122070312,70.87000274658203,71.22000122070312,58.78255081176758,12838800
2015-01-07,71.72000122070312,73.0999984741211,71.51000213623047,73.0,60.251686096191406,8104100
2015-01-08,73.70999908447266,74.77999877929688,73.70999908447266,74.75,61.69608688354492,7608400
2015-01-09,74.62999725341797,74.83999633789062,74.13999938964844,74.4000015258789,61.407196044921875,8790600
2015-01-12,74.45999908447266,74.73999786376953,74.0999984741211,74.47000122070312,61.464988708496094,7294000
2015-01-13,74.87999725341797,75.38999938964844,72.54000091552734,72.79000091552734,60.07836151123047,9508300
2015-01-14,71.79000091552734,72.45999908447266,71.41000366210938,71.7699966430664,59.23646926879883,8702300
2015-01-15,72.29000091552734,72.41000366210938,71.4800033569336,71.9000015258789,59.34379959106445,13290200
2015-01-16,71.69000244140625,72.8499984741211,71.25,72.76000213623047,60.053611755371094,8832000
2015-01-20,72.94000244140625,73.25,71.61000061035156,72.19999694824219,59.59137725830078,10524900
2015-01-21,71.87999725341797,73.23999786376953,71.4800033569336,73.05999755859375,60.301204681396484,10793800
2015-01-22,72.97000122070312,75.48999786376953,72.97000122070312,75.4800033569336,62.29859924316406,17866600
2015-01-23,75.8499984741211,77.38999938964844,75.47000122070312,76.94999694824219,63.51188659667969,23255300
2015-01-26,76.87000274658203,76.93000030517578,74.9800033569336,75.58999633789062,62.38938903808594,34907400
2015-01-27,75.0199966430664,75.61000061035156,74.62000274658203,75.26000213623047,62.11702346801758,9927200
2015-01-28,74.8499984741211,75.51000213623047,73.41000366210938,73.41000366210938,60.59009552001953,12731800
2015-01-29,73.12000274658203,73.37999725341797,72.11000061035156,73.01000213623047,60.25995635986328,11889900
2015-01-30,72.83999633789062,72.91999816894531,71.20999908447266,71.4000015258789,58.93110656738281,15810900
2015-02-02,70.9800033569336,72.77999877929688,70.91000366210938,72.76000213623047,60.053611755371094,9912300
2015-02-03,73.4800033569336,74.80999755859375,73.13999938964844,74.79000091552734,61.72909164428711,9746400
2015-02-04,74.6500015258789,75.08999633789062,73.9800033569336,74.12999725341797,61.184364318847656,7378300
2015-02-05,75.12999725341797,75.45999908447266,74.70999908447266,75.31999969482422,62.16655349731445,5737700
2015-02-06,75.31999969482422,75.66000366210938,74.30000305175781,74.47000122070312,61.464988708496094,5421000
2015-02-09,74.26000213623047,74.55999755859375,73.47000122070312,73.62000274658203,60.763427734375,5470800
2015-02-10,73.95999908447266,75.05999755859375,73.73999786376953,74.87000274658203,61.795135498046875,5663300
2015-02-11,74.9000015258789,75.18000030517578,74.04000091552734,74.38999938964844,61.39896011352539,7457700
2015-02-12,74.80999755859375,75.04000091552734,74.30000305175781,74.93000030517578,61.844642639160156,5542800
2015-02-13,74.45999908447266,75.27999877929688,73.7300033569336,75.26000213623047,62.11702346801758,9009400
2015-02-17,76.54000091552734,78.30000305175781,76.33000183105469,78.06999969482422,64.4363021850586,13476900
2015-02-18,78.06999969482422,78.5999984741211,77.97000122070312,78.5,64.79120635986328,7801400
2015-02-19,78.58999633789062,78.58999633789062,77.8499984741211,78.12999725341797,64.48580932617188,6900500
2015-02-20,77.95999908447266,78.80000305175781,77.44999694824219,78.79000091552734,65.03054809570312,6665200
2015-02-23,78.66999816894531,79.44999694824219,78.66999816894531,79.25,65.4102554321289,6051500
2015-02-24,79.11000061035156,79.20999908447266,78.7300033569336,79.0199966430664,65.22040557861328,4855900
2015-02-25,79.0199966430664,79.4000015258789,78.44000244140625,78.62999725341797,64.89851379394531,4598800
2015-02-26,78.73999786376953,78.98999786376953,78.37999725341797,78.80999755859375,65.04707336425781,5413500
2015-02-27,78.52999877929688,78.76000213623047,77.55999755859375,77.58999633789062,64.04010772705078,8848200
2015-03-02,77.58999633789062,78.91999816894531,77.58999633789062,78.83000183105469,65.0635757446289,5240300
2015-03-03,78.80000305175781,78.9800033569336,77.37000274658203,78.02999877929688,64.40328979492188,4662500
2015-03-04,77.55999755859375,78.47000122070312,77.05000305175781,78.19000244140625,64.53533935546875,5382900
2015-03-05,78.37999725341797,78.95999908447266,78.04000091552734,78.5,64.79120635986328,5780500
2015-03-06,78.0,78.31999969482422,76.43000030517578,76.4800033569336,63.12397384643555,7052400
2015-03-09,76.56999969482422,77.12000274658203,76.19000244140625,76.9000015258789,63.470619201660156,6134400
2015-03-10,76.51000213623047,76.66000366210938,75.83999633789062,75.87000274658203,62.620513916015625,5252700
2015-03-11,76.0,77.0,75.83999633789062,76.05000305175781,62.7690544128418,6954600
2015-03-12,75.88999938964844,76.83000183105469,75.80000305175781,76.76000213623047,63.35505294799805,4014400
2015-03-13,76.6500015258789,76.68000030517578,75.87999725341797,76.47000122070312,63.11570358276367,5289000
2015-03-16,76.88999938964844,77.87000274658203,76.87000274658203,77.66999816894531,64.10614776611328,6497300
2015-03-17,77.41999816894531,77.5,76.41000366210938,76.72000122070312,63.32206726074219,4497300
2015-03-18,76.41999816894531,78.19999694824219,76.0999984741211,77.61000061035156,64.056640625,5858300
2015-03-19,78.2699966430664,78.2699966430664,77.2699966430664,77.66000366210938,64.09790802001953,4794000
2015-03-20,78.37999725341797,78.44999694824219,77.69999694824219,78.0199966430664,64.39505767822266,9159500
2015-03-23,78.0,78.87000274658203,77.93000030517578,78.66999816894531,64.9315185546875,6150800
2015-03-24,78.75,79.23999786376953,78.68000030517578,78.72000122070312,64.97278594970703,5854900
2015-03-25,78.83999633789062,79.5,77.55000305175781,77.5999984741211,64.04834747314453,8133600
2015-03-26,76.94000244140625,77.47000122070312,76.51000213623047,76.61000061035156,63.48076629638672,5590700
2015-03-27,76.54000091552734,77.5999984741211,76.5,77.37999725341797,64.11880493164062,4510300
2015-03-30,77.69999694824219,78.44999694824219,77.69999694824219,78.41999816894531,64.98058319091797,3765900
2015-03-31,78.48999786376953,78.83999633789062,77.87000274658203,77.98999786376953,64.62427520751953,5773400
2015-04-01,78.62000274658203,78.7300033569336,75.97000122070312,76.13999938964844,63.0912971496582,8381400
